sequence_id	bgc_id	start	end	type
1324314.SAMN06191537.MSZX01000010	BGC0000781	130646	147382	Saccharide
1324352.SAMN03152363.CP009928	BGC0000782	2138075	2161258	Saccharide
1325130.SAMD00036746.BASD01000004	BGC0000783	136439	149626	Saccharide
1329516.SAMN02949508.JPST01000003	BGC0000784	126697	144150	Saccharide
1329796.SAMEA2770057.LN812103	BGC0000785	583713	603629	Saccharide
1330700.SAMN02745159.JQNC01000003	BGC0000786	1040758	1052973	Saccharide
1331007.SAMD00036740.BARX01000001	BGC0000787	169225	182888	Saccharide
1333845.SAMN04487895.FODH01000005	BGC0000788	180483	202015	Saccharide
1335309.SAMN05216457.FMAR01000003	BGC0000789	199399	218171	Saccharide
1336237.SAMN02584966.JAEE01000001	BGC0000790	436376	448326	Saccharide
1336241.SAMN02584969.KI912470	BGC0000791	137793	150668	Saccharide
1336794.SAMN05375114.CP017260	BGC0000792	1363924	1382741	Saccharide
1336795.SAMN05375122.CP017259	BGC0000793	1002565	1014348	Saccharide
1337886.SAMN04455154.LSLJ01000001	BGC0000794	1273038	1293021	Saccharide
1337936.SAMN02909965.CP011382	BGC0000795	2936089	2966433	Saccharide
1338436.SAMN03070057.JTDL01000037	BGC0000796	151447	178741	Saccharide
1339253.SAMN03021524.JTLD01000004	BGC0000797	189168	217972	Saccharide
1340434.SAMN02441109.AXVA01000005	BGC0000798	290593	395039	Saccharide
1341154.SAMN02470903.AVBI01000016	BGC0000799	144872	168783	Saccharide
1341181.SAMN02470908.AVGG01000003	BGC0000800	159951	176026	Saccharide
1341181.SAMN02470908.AVGG01000018	BGC0000801	147795	179433	Saccharide
1342302.SAMN02721580.JASC01000013	BGC0000802	338452	349052	Saccharide
134537.SAMN03174512.CP010027	BGC0000803	1676380	1696177	Saccharide
134601.SAMN03839023.CP012150	BGC0000804	3089405	3129748	Saccharide
1346290.SAMN02256467.KB889967	BGC0000806	1961389	2032276	Saccharide
1347087.SAMEA3138924.CBYO010000007	BGC0000807	225498	261587	Saccharide
1348253.SAMN03070121.JTDK01000001	BGC0000809	186227	228227	Alkaloid
1348338.SAMN02469437.ATIA01000059	BGC0000810	152944	417151	Alkaloid
1348393.SAMN04293676.LOFH01000007	BGC0000811	128271	150423	Alkaloid
134849.SAMN05443668.FRCS01000012	BGC0000812	127714	153715	Alkaloid
1348624.SAMD00046999.BCVC01000003	BGC0000813	206036	226336	Alkaloid
1348635.SAMD00018681.BBJY01000001	BGC0000814	199939	244699	Alkaloid
1348635.SAMD00018681.BBJY01000005	BGC0000815	128110	153454	Alkaloid
1348657.SAMN02210755.ATJV01000001	BGC0000816	157970	178149	Alkaloid;NRP
1348853.SAMN03070119.JTDI01000006	BGC0000817	150849	157663	Alkaloid
1348908.SAMN02469733.KI518588	BGC0000818	173181	216996	NRP
1349421.SAMN03152361.JSVC01000002	BGC0000819	146789	194673	Alkaloid;NRP
1349782.SAMD00034166.BCNM01000001	BGC0000820	420967	429514	Alkaloid
1349782.SAMD00034166.BCNM01000007	BGC0000821	112315	138459	Unknown
1349782.SAMD00034166.BCNM01000011	BGC0000822	128142	153823	Alkaloid
1349786.SAMD00046486.BCSO01000001	BGC0000823	250200	267712	Alkaloid
1352.SAMN03988632.CP012430	BGC0000825	1488256	1511255	Alkaloid
1353260.SAMN03074222.CP012850	BGC0000826	1672770	1698856	Alkaloid
1353276.SAMN02584980.JADR01000001	BGC0000827	404779	429079	Alkaloid
1354271.SAMN04875433.LXEV01000023	BGC0000829	144847	154941	Alkaloid
1354791.SAMN02644663.CP007268	BGC0000830	1714330	1722649	Unknown
1356306.SAMN04325952.LQZA01000002	BGC0000831	139674	146989	Alkaloid
1357399.SAMN00690727.KI669458	BGC0000832	979857	1012801	Saccharide
1359.SAMN03770951.LITB01000003	BGC0000833	110197	148031	Saccharide
1359163.SAMN02402774.LANX01000001	BGC0000834	645821	669039	Saccharide
136273.SAMN02863078.JSUH01000001	BGC0000835	184241	194099	Polyketide
1365249.SAMN02250933.AUYA01000069	BGC0000836	152268	167290	Unknown
1365251.SAMN02250935.AUXZ01000141	BGC0000837	76983	95522	Unknown
1366046.SAMN02257761.AVDB01000006	BGC0000838	130459	165522	Polyketide
1370122.SAMN02744004.JHXQ01000005	BGC0000839	143433	169070	Unknown
137265.SAMN05421684.FNQB01000003	BGC0000840	876431	896741	Unknown
137722.SAMD00060958.AP010946	BGC0000841	1640168	1651191	Unknown
1378168.SAMN02597027.KI535334	BGC0000842	187987	231748	Unknown
1379258.SAMN04202543.AVQK01000010	BGC0000843	138093	161759	Unknown
1379258.SAMN04202543.KQ474099	BGC0000844	357053	370954	Unknown
1379858.SAMN02297858.KI530573	BGC0000845	469992	503523	Unknown
1379858.SAMN02297858.KI530588	BGC0000846	222343	245315	Unknown
1379870.SAMN03273316.CP010429	BGC0000847	3335242	3367571	Unknown
1380346.SAMN02841147.JNIH01000004	BGC0000848	123939	124884	Unknown
1380348.SAMN02743954.JIAQ01000010	BGC0000849	130290	132000	Unknown
1380354.SAMN02743917.JIAN01000006	BGC0000850	394869	397343	Unknown
1380357.SAMN02990966.FODP01000009	BGC0000851	170061	174584	Unknown
1380372.SAMN02743950.JIAZ01000007	BGC0000852	202395	205932	Unknown
1380372.SAMN02743950.JIAZ01000010	BGC0000853	166612	169978	Unknown
1380372.SAMN02743950.KK211152	BGC0000854	134162	141069	Unknown
1380380.SAMN02743941.JIAX01000006	BGC0000855	363144	366702	Unknown
1380390.SAMN02743918.JIAT01000011	BGC0000856	317559	321906	Unknown
1380394.SAMN02584986.JADL01000008	BGC0000857	201096	205967	Unknown
1382303.SAMN02745000.JPOM01000001	BGC0000858	1296546	1300799	Unknown
1382305.SAMN02302522.AZUC01000014	BGC0000859	165864	169169	Unknown
1382357.SAMN02744825.JQMN01000001	BGC0000860	1785488	1790622	Unknown
1383.SAMN02797791.JQCP01000002	BGC0000861	234047	254545	Unknown
1383.SAMN02797791.JQCP01000003	BGC0000862	168170	206065	Unknown
1384589.SAMN04202767.KQ947376	BGC0000863	347506	364622	Unknown
1385368.SAMN03382941.AVFK01000001	BGC0000864	334639	376226	Unknown
1385368.SAMN03382941.AVFK01000007	BGC0000865	117175	150274	Unknown
1385369.SAMN02951888.AVFL01000003	BGC0000866	183253	188753	Unknown
1385369.SAMN02951888.AVFL01000006	BGC0000867	140161	146581	Unknown
1385369.SAMN02951888.AVFL01000007	BGC0000868	147353	156653	Unknown
1385510.SAMN02441140.AULI01000005	BGC0000869	125875	143820	Unknown
1385510.SAMN02441140.AULI01000008	BGC0000870	126699	130589	Unknown
1385512.SAMN03177048.AVPG01000001	BGC0000871	229261	238068	Unknown
1385513.SAMN02665299.AVBG01000003	BGC0000872	183075	218460	Unknown
1385513.SAMN02665299.AVBG01000004	BGC0000873	126518	160194	Unknown
1385515.SAMN02440838.AUHT01000005	BGC0000874	238456	275133	Unknown
1389006.SAMN03387008.LAJH01000021	BGC0000876	169007	178396	Unknown
1390249.SAMN05771867.MJAT01000001	BGC0000877	210643	256709	Unknown
1390249.SAMN05771867.MJAT01000012	BGC0000878	200810	209930	Unknown
1390249.SAMN05771867.MJAT01000022	BGC0000879	152074	166691	Unknown
1391627.SAMN05216464.FNAI01000011	BGC0000880	131627	143621	Unknown
1392486.SAMN02743910.JIAF01000004	BGC0000881	1221483	1231982	Unknown
1392488.SAMN02743906.JHZY01000004	BGC0000882	1139055	1158869	Unknown
1392540.SAMN02335355.KI530723	BGC0000883	256413	287297	Unknown
1392998.SAMN02713514.JMIY01000002	BGC0000884	262614	265619	Unknown
1393.SAMD00053328.BDFB01000005	BGC0000885	357680	374386	Unknown
1393.SAMD00053328.BDFB01000007	BGC0000886	229462	244542	Unknown
1395513.SAMN02469411.AWTC01000001	BGC0000887	231898	262889	Alkaloid
1396141.SAMD00036766.BATP01000023	BGC0000888	131343	135685	Unknown
1397666.SAMN02470126.AWXE01000001	BGC0000889	368720	388489	Unknown
1398491.SAMN02374895.CP009117	BGC0000890	449233	460323	Unknown
1399798.SAMN02584999.JADG01000007	BGC0000891	244063	255326	Unknown
1399798.SAMN02584999.JADG01000010	BGC0000892	145736	158923	Unknown
1400525.SAMN02841150.JNIU01000001	BGC0000893	683530	705536	NRP
1401.SAMN05929606.MRTF01000002	BGC0000894	451510	495510	Unknown
140314.SAMN04488076.FOTD01000002	BGC0000895	129050	140230	Unknown
1403316.SAMN02360547.CP006771	BGC0000896	281885	302630	Unknown
1406.SAMN05981093.CP017968	BGC0000897	2617149	2637292	Unknown
140626.SAMN02743877.JHWB01000019	BGC0000898	139522	151963	Saccharide
1406840.SAMN03078689.JRLV01000003	BGC0000899	145782	163447	Unknown
1408254.SAMN02378363.KI629782	BGC0000900	1156445	1165497	Unknown
1408254.SAMN02378363.KI629787	BGC0000901	253267	276381	Unknown
1408305.SAMN02743998.KK211306	BGC0000902	204716	208619	Unknown
1408306.SAMN02744002.JHXX01000003	BGC0000903	168483	180486	Unknown
1408310.SAMN02769640.JHUW01000009	BGC0000904	167888	182964	Unknown
1408319.SAMN02743996.JHYJ01000003	BGC0000905	214402	230763	Unknown
1408320.SAMN02841165.JNJE01000013	BGC0000906	135451	152849	Unknown
1408320.SAMN02841165.KL370790	BGC0000907	320379	358596	Unknown
1408321.SAMN02841155.JNJD01000007	BGC0000908	276474	282971	Unknown
1408324.SAMN02841162.JNJK01000002	BGC0000909	176440	183065	Unknown
1408422.SAMN02743997.JHYF01000002	BGC0000910	228493	229913	Unknown
1408422.SAMN02743997.KK211287	BGC0000911	151908	153196	Unknown
1408424.SAMN02743995.KK211279	BGC0000912	227931	229196	Unknown
1408473.SAMN02744005.JHXO01000006	BGC0000913	265472	276501	Unknown
1408473.SAMN02744005.JHXO01000008	BGC0000914	214868	234210	Unknown
1408473.SAMN02744005.JHXO01000009	BGC0000915	202045	265773	Unknown
1408473.SAMN02744005.JHXO01000011	BGC0000916	178456	192359	Unknown
1410573.SAMN02364255.AYMA01000001	BGC0000917	230081	232558	Unknown
1410617.SAMN02744013.JHXH01000001	BGC0000918	146967	151961	Unknown
1410618.SAMN02841186.JNKI01000002	BGC0000919	130094	137182	Unknown
1410621.SAMN02744023.JHWU01000007	BGC0000920	158754	161394	Unknown
1410621.SAMN02744023.KK211387	BGC0000921	209508	225259	NRP;Polyketide
1410621.SAMN02744023.KK211388	BGC0000922	212527	225663	Unknown
1410622.SAMN02841226.JNKY01000010	BGC0000923	243397	249794	Unknown
1410622.SAMN02841226.KL370879	BGC0000924	208403	214101	Unknown
1410627.SAMN02743879.JHWS01000003	BGC0000925	171260	190048	Unknown
1410631.SAMN02743885.JHWZ01000001	BGC0000926	157268	192533	Unknown
1410649.SAMN02841221.JNKJ01000008	BGC0000929	145961	153651	Unknown
1410649.SAMN02841221.JNKJ01000011	BGC0000930	123420	153579	Unknown
1410652.SAMN02744012.KK211336	BGC0000932	234024	253642	Unknown
1410652.SAMN02744012.KK211337	BGC0000933	177623	182812	Unknown
1410653.SAMN02952982.JHVC01000001	BGC0000934	407861	433415	Unknown
1410666.SAMN02744007.JHXG01000006	BGC0000935	166976	196873	Polyketide
1410671.SAMN02841181.JNKE01000017	BGC0000936	145614	152334	Unknown
1410671.SAMN02841181.JNKE01000018	BGC0000937	135942	159589	Unknown
1410672.SAMN02744011.KK211348	BGC0000938	229910	261709	Unknown
1411685.SAMN02597429.AZIN01000003	BGC0000939	149724	166090	Unknown
1411903.SAMN06209184.CP019124	BGC0000940	1570685	1578013	Unknown
1412872.SAMN02347633.KI543180	BGC0000941	171791	177918	Unknown
1412874.SAMN02347633.KI543227	BGC0000942	161080	168170	Unknown
1413210.SAMN04623222.LWDV01000007	BGC0000943	190549	207263	Unknown
1414718.SAMEA2821770.CCYL01000033	BGC0000944	213208	219301	Unknown
1416759.SAMN02729857.AYMR01000011	BGC0000946	179322	187056	Unknown
1419482.SAMN05444266.FRBL01000002	BGC0000947	351351	367473	Unknown
1419482.SAMN05444266.FRBL01000003	BGC0000948	369004	371467	Unknown
1419482.SAMN05444266.FRBL01000004	BGC0000949	318703	383960	NRP
1419482.SAMN05444266.FRBL01000006	BGC0000950	283312	318610	NRP
1421.SAMN04097202.LJYY01000083	BGC0000951	272137	302448	NRP
1421.SAMN05827443.CP017560	BGC0000953	1667063	1704400	Saccharide
1423321.SAMN02593515.JAQV02000031	BGC0000954	276758	360421	NRP;Polyketide
1423323.SAMN03145165.JSYM01000002	BGC0000955	290194	323214	NRP;Polyketide
1423715.SAMN02369485.AZDV01000003	BGC0000956	167297	195782	NRP;Polyketide
1423727.SAMN02369393.AYZQ01000001	BGC0000957	444328	484717	NRP;Polyketide
1423727.SAMN02369393.AYZQ01000003	BGC0000958	147003	171629	NRP;Polyketide
1423746.SAMN02369487.AZER01000014	BGC0000959	134169	167901	NRP;Polyketide
1423753.SAMN02369488.AZFS01000064	BGC0000960	170344	233882	NRP;Polyketide
1423775.SAMN02369463.AZDZ01000022	BGC0000961	161387	197982	NRP;Polyketide
1423776.SAMN02369464.AZEE01000027	BGC0000962	320068	360224	NRP;Polyketide
1423776.SAMN02369464.AZEE01000028	BGC0000963	324140	401597	NRP;Polyketide;Saccharide
1423780.SAMN02369465.AZED01000011	BGC0000964	232502	271080	NRP;Polyketide
1423788.SAMN02369437.AZDY01000029	BGC0000965	124370	209533	Polyketide
1423788.SAMN02369437.AZDY01000038	BGC0000966	295661	340301	NRP;Polyketide
1423788.SAMN02369437.AZDY01000041	BGC0000967	220431	368660	NRP;Polyketide
1423788.SAMN02369437.AZDY01000042	BGC0000968	155301	181231	NRP;Polyketide
1423806.SAMN02369475.AYZF01000002	BGC0000969	155092	204237	NRP;Polyketide
1423810.SAMN02369479.AYZK01000001	BGC0000970	383832	435075	NRP;Polyketide
1423813.SAMN02369385.AYYY01000063	BGC0000971	132900	162832	NRP;Polyketide
1424334.SAMN02404614.KI650980	BGC0000972	515966	571106	NRP;Polyketide
1424659.SAMN05216368.FNIB01000005	BGC0000973	176908	223580	NRP;Polyketide
142588.SAMN04488559.FOHA01000002	BGC0000974	181225	242663	NRP;Polyketide
1427518.SAMEA3138908.CBXF010000077	BGC0000975	131758	189064	NRP;Polyketide
1428448.SAMN03764407.AZAX01000001	BGC0000976	134747	199936	NRP;Polyketide
1429043.SAMN02419822.AZAC01000003	BGC0000977	132715	167013	NRP;Polyketide
1429043.SAMN02419822.AZAC01000014	BGC0000978	246808	288964	Alkaloid;NRP;Polyketide
1429043.SAMN02419822.AZAC01000078	BGC0000979	140594	147515	NRP;Polyketide
1429083.SAMN06011245.MPIO01000001	BGC0000980	280922	287843	NRP;Polyketide
1432562.SAMN03450945.LAYZ01000024	BGC0000981	271590	328702	NRP;Polyketide
1434104.SAMN03074571.CP009518	BGC0000982	1153602	1217478	NRP;Polyketide
1434232.SAMN04574817.LVJN01000015	BGC0000983	327583	372601	NRP;Polyketide
1434325.SAMN02951879.AZQN01000001	BGC0000984	396624	437581	NRP;Polyketide
1434325.SAMN02951879.AZQN01000005	BGC0000985	112886	167643	NRP;Polyketide
1434325.SAMN02951879.AZQN01000006	BGC0000986	149344	200349	NRP;Polyketide
1434752.SAMN05559869.MDFN01000001	BGC0000988	175341	244091	NRP;Polyketide
1435069.SAMD00019582.AP014636	BGC0000989	827954	883973	NRP;Polyketide
1435349.SAMN03198753.JTDW01000002	BGC0000990	210383	283235	NRP;Polyketide
1435377.SAMN03081514.CP006977	BGC0000991	963560	1022293	NRP;Polyketide
1436961.SAMN05421739.FOOT01000001	BGC0000992	589494	649998	NRP;Polyketide
1436961.SAMN05421739.FOOT01000003	BGC0000993	303322	343756	NRP;Polyketide
1437360.SAMN05444169.LT670818	BGC0000994	4522939	4600473	NRP;Polyketide
1437425.SAMEA3139101.CCEJ010000004	BGC0000995	151222	231806	NRP;Polyketide
1437607.SAMN02673451.JGZN01000008	BGC0000996	199775	216350	NRP;Polyketide
1437607.SAMN02673451.JGZN01000013	BGC0000997	152230	188230	NRP;Polyketide
1437875.SAMN02991553.CP009247	BGC0000998	1281409	1332510	NRP;Polyketide
1440774.SAMN02585141.JALN02000002	BGC0000999	201419	221699	NRP;Polyketide
1443666.SAMEA4034450.FLRG01000003	BGC0001000	522551	564515	NRP;Polyketide
1443666.SAMEA4034450.FLRG01000005	BGC0001001	235133	305033	NRP;Polyketide
1444712.SAMEA2610617.CCSC01000001	BGC0001002	906088	931199	NRP;Polyketide
1445607.SAMD00011359.BAIV01000001	BGC0001003	144841	211712	NRP;Polyketide;Saccharide
1448857.SAMN02645564.JFAP01000001	BGC0001004	147185	245752	Polyketide
1448857.SAMN02645564.JFAP01000007	BGC0001005	137515	184298	NRP;Polyketide
1449050.SAMN02841229.JNLE01000003	BGC0001006	2265518	2290563	NRP;Polyketide
1449050.SAMN02841229.JNLE01000005	BGC0001007	743508	767195	NRP;Polyketide
1449063.SAMN02743385.JMLS01000008	BGC0001008	167185	252596	Polyketide
1449345.SAMN02743884.JHWC01000001	BGC0001009	154055	205910	NRP;Polyketide
1449347.SAMN02745411.JQLN01000001	BGC0001010	397458	449313	NRP;Polyketide
1449355.SAMN02745173.JQNR01000002	BGC0001011	137475	254306	NRP;Polyketide
1450761.SAMN03777308.CP014140	BGC0001012	1723473	1815366	NRP;Polyketide
1453497.SAMN02643424.JFHK01000002	BGC0001013	148555	265411	NRP;Polyketide
1453498.SAMN03025770.JRHH01000004	BGC0001014	211957	250081	NRP;Polyketide
1453500.SAMN02595509.JDSI01000001	BGC0001015	288358	343933	NRP;Polyketide
1454001.SAMN02445085.JFAX01000001	BGC0001016	205306	263123	NRP;Polyketide
1454373.SAMN02671722.JFKE01000002	BGC0001017	322172	385798	NRP;Polyketide
1455061.SAMN02726339.JMFO01000003	BGC0001018	125494	159205	NRP;Polyketide
1457250.SAMD00019894.BBMO01000001	BGC0001019	968900	1026949	NRP;Polyketide
1457250.SAMD00019894.BBMO01000002	BGC0001020	604398	659096	NRP;Polyketide
1457250.SAMD00019894.BBMO01000003	BGC0001021	152448	176269	NRP;Polyketide
1457393.SAMN02614495.JEOA01000003	BGC0001022	155603	205339	NRP;Polyketide
1458985.SAMN05826283.CP017599	BGC0001023	3799522	3828633	NRP;Polyketide
1459636.SAMN03081530.CP007174	BGC0001024	1476989	1519592	NRP;Polyketide
1461259.SAMN02673066.JHBX01000104	BGC0001025	290291	373048	NRP;Polyketide
1461581.SAMEA2539499.LK391969	BGC0001026	1613530	1633348	NRP;Polyketide
1462526.SAMEA3139037.CCDP010000002	BGC0001027	498041	518551	NRP;Polyketide
1462526.SAMEA3139037.CCDP010000003	BGC0001028	229304	270293	NRP;Polyketide
1462527.SAMEA3139098.CCDM010000003	BGC0001029	317086	372594	NRP;Polyketide
1462747.SAMN02644973.CP007223	BGC0001030	906692	929451	NRP;Polyketide
1463825.SAMN02645207.JNXC01000008	BGC0001031	91165	168946	NRP;Polyketide
1463854.SAMN02645488.JOHT01000002	BGC0001032	165026	243492	NRP;Polyketide
1463900.SAMN02645518.JOIX01000001	BGC0001033	169665	228418	NRP;Polyketide
1463900.SAMN02645518.JOIX01000003	BGC0001034	52172	113657	NRP;Polyketide
1463901.SAMN02645519.JOIY01000014	BGC0001035	159259	275094	NRP;Polyketide
1463902.SAMN02645483.JOHO01000001	BGC0001036	155851	229296	NRP;Polyketide
146817.SAMN04488502.FNHB01000002	BGC0001037	229584	248383	NRP;Polyketide
1469557.SAMN02665270.JSWF01000014	BGC0001038	161376	202806	NRP;Polyketide
1469607.SAMN00203911.KK073768	BGC0001039	2531561	2574009	NRP;Polyketide
1469647.SAMN05437217.MBTG01000012	BGC0001040	242395	349774	NRP;Polyketide
1471456.SAMN02671327.JFLG01000001	BGC0001041	152493	194503	NRP;Polyketide
1472767.SAMN04103130.CP013862	BGC0001042	1795470	1913842	NRP;Polyketide
147375.SAMN06281678.CP019687	BGC0001043	1809942	1826125	NRP;Polyketide
1477105.SAMN05003866.LXYE02000012	BGC0001044	153497	201573	NRP;Polyketide
1477437.SAMN05444682.FOQO01000009	BGC0001045	150773	205108	NRP;Polyketide
1478.SAMN03372368.CP011008	BGC0001046	2569430	2650324	NRP;Polyketide;Saccharide
1479235.SAMN02743353.KK366039	BGC0001047	1831719	1853838	NRP;Polyketide
1479485.SAMN02697214.JHEG02000048	BGC0001048	991173	1071331	NRP;Polyketide;Saccharide
1481893.SAMN05194549.MUHR01000001	BGC0001049	269057	288234	NRP;Polyketide
1481914.SAMD00017313.BBSC01000001	BGC0001050	373413	393143	NRP;Polyketide
1481914.SAMD00017313.BBSC01000003	BGC0001051	308283	390541	NRP;Polyketide
1482.SAMN05953463.CP017962	BGC0001052	1799182	1854704	NRP;Polyketide
1484053.SAMN05444274.FQUM01000001	BGC0001053	422359	505227	NRP;Polyketide
1485545.SAMN02745185.JQLW01000008	BGC0001054	123498	164807	NRP;Polyketide
1486859.SAMN05444273.FQUV01000002	BGC0001055	278851	363040	NRP;Polyketide
1486859.SAMN05444273.FQUV01000006	BGC0001056	133868	189006	NRP;Polyketide
1487921.SAMN02726038.JMFY01000018	BGC0001057	179522	229515	NRP;Polyketide
1487953.SAMN02743038.KL662192	BGC0001058	676301	761074	NRP;Polyketide;Saccharide
1489064.SAMN03449751.LAQL01000008	BGC0001059	152638	218393	NRP;Polyketide
1495050.SAMN03351828.JYNS01000004	BGC0001060	119887	195935	Polyketide
1496689.SAMN03271689.JWSU01000006	BGC0001061	442856	495020	Polyketide;Saccharide
1497953.SAMN03842166.KQ959277	BGC0001062	177396	217231	Polyketide
1499681.SAMEA3141918.CDJG01000010	BGC0001063	247835	279476	NRP;Polyketide
1499681.SAMEA3141918.CDJG01000011	BGC0001064	247784	274003	Polyketide
1499683.SAMEA2602735.CCFF01000012	BGC0001065	140847	300319	Polyketide
1499684.SAMEA2697682.CCNP01000018	BGC0001066	782699	849305	Polyketide
1499685.SAMEA3479398.LN868935	BGC0001067	312038	347192	Polyketide;Terpene
1499688.SAMEA3402918.CVRB01000003	BGC0001068	496969	535977	Polyketide;Terpene
1499689.SAMEA2602741.CCFK01000004	BGC0001069	156836	253383	NRP;Polyketide
1499689.SAMEA2602741.CCFK01000007	BGC0001070	987412	1119954	NRP;Polyketide
1499966.SAMD00016904.DF820460	BGC0001071	345368	404688	NRP;Polyketide
1499967.SAMD00016905.DF820468	BGC0001072	192372	267751	Polyketide;Saccharide
1499967.SAMD00016905.DF820469	BGC0001073	224907	307411	NRP;Polyketide
1499967.SAMD00016905.DF820473	BGC0001074	119974	161917	Polyketide;Saccharide
1500257.SAMN02787140.JQNM01000007	BGC0001075	177841	195366	Polyketide;Terpene
1500257.SAMN02787140.JQNM01000008	BGC0001076	166197	195906	Unknown
1500258.SAMN02787161.JUHJ01000009	BGC0001077	156734	163284	Polyketide;Terpene
1500259.SAMN02787134.JQLD01000008	BGC0001078	132994	160442	Polyketide;Terpene
1500280.SAMN02787102.KN549087	BGC0001079	323276	366686	Polyketide;Terpene
150056.SAMN06445341.MWJM01000002	BGC0001080	156123	173927	Unknown
1502749.SAMN02799631.FPCB01000010	BGC0001082	136889	155698	Terpene
1502764.SAMN02799630.FPIU01000002	BGC0001083	309077	369234	Polyketide;Terpene
1502764.SAMN02799630.FPIU01000003	BGC0001084	260614	301352	Alkaloid;NRP;Terpene
1502764.SAMN02799630.FPIU01000005	BGC0001085	196534	207180	NRP;Terpene
1504319.SAMN02808668.JNSF01000008	BGC0001088	151234	207073	NRP;Polyketide
1504822.SAMEA2697683.CCNO01000015	BGC0001089	338949	411443	NRP;Polyketide
1505.SAMD00066803.BDJI01000002	BGC0001090	1737963	1782610	NRP;Polyketide
1506585.SAMN02850020.JUHH01000001	BGC0001091	1269295	1348668	NRP;Polyketide
1508404.SAMN02870886.CP009416	BGC0001093	1703247	1788115	NRP;Polyketide
1511746.SAMN02866349.JOOI01000003	BGC0001094	143740	215154	NRP;Polyketide
1512.SAMEA3873034.FIZZ01000004	BGC0001095	158473	208015	NRP
1512.SAMEA3873034.FIZZ01000005	BGC0001096	164573	259999	NRP;Polyketide
1513270.SAMN03840795.LFYV01000003	BGC0001098	135289	176888	NRP;Polyketide
1513468.SAMN03106102.JRWU01000002	BGC0001099	404331	481648	NRP;Polyketide
1513793.SAMN06296036.FWZT01000002	BGC0001100	218987	249947	NRP;Polyketide
1514904.SAMN03285044.JXMU01000002	BGC0001101	149065	284703	NRP;Polyketide
1515746.SAMN02887322.JPEO01000004	BGC0001102	135870	171618	NRP;Polyketide
1516104.SAMN06849078.NETJ01000003	BGC0001103	405518	452378	NRP;Polyketide
1517416.SAMN02910054.JPIN01000001	BGC0001104	269006	280487	NRP;Polyketide
1517416.SAMN02910054.JPIN01000005	BGC0001105	148461	184974	NRP;Polyketide
151894.SAMN04488524.FWXT01000001	BGC0001106	1685347	1813073	NRP;Polyketide
151894.SAMN04488524.FWXT01000004	BGC0001108	272516	348294	Polyketide
1519643.SAMN06295933.FWZU01000005	BGC0001109	239017	291676	NRP;Polyketide
1520820.SAMN02910301.FPAN01000004	BGC0001110	163940	235994	NRP;Polyketide
1520830.SAMN02910409.FPIT01000003	BGC0001111	216429	308647	NRP;Polyketide
1522309.SAMEA3305043.LN831057	BGC0001112	278745	360734	NRP;Polyketide
1522310.SAMEA3114260.CDGT01000020	BGC0001113	221548	314991	NRP;Polyketide
1522310.SAMEA3114260.CDGT01000024	BGC0001114	136472	222210	NRP;Polyketide
1522311.SAMEA2821746.CCYJ01000014	BGC0001115	150157	237010	NRP;Polyketide
1522317.SAMEA2821752.CCYM01000001	BGC0001116	152367	210366	NRP;Polyketide
1522317.SAMEA2821752.CCYM01000002	BGC0001117	523842	575263	NRP
152268.SAMN04631813.LWSG01000043	BGC0001118	142648	164039	Polyketide
1523413.SAMN02925435.LJHO01000001	BGC0001119	442721	515292	Polyketide
1523424.SAMN02927141.LJHW01000001	BGC0001120	129713	167409	NRP;Polyketide
1524254.SAMN05356477.MASR01000002	BGC0001122	186268	229931	NRP;Polyketide
1524460.SAMN02929976.JPOS01000010	BGC0001123	169694	213437	NRP
1526.SAMN02910262.FOZC01000002	BGC0001125	160613	217342	NRP;Polyketide
1526658.SAMN05730837.CP017147	BGC0001126	3118935	3160680	Alkaloid;Terpene
1528.SAMN04488579.FNOU01000001	BGC0001127	124383	169645	NRP
1528100.SAMN02949497.FXAM01000003	BGC0001128	91360	107059	NRP
1535287.SAMN02983205.JQGB01000012	BGC0001130	130288	178515	NRP;Polyketide
1537994.SAMN02999425.JQFW01000057	BGC0001131	228711	258182	NRP
1538463.SAMN04312206.LOKT01000004	BGC0001132	152578	164995	NRP
1538553.SAMN02997349.CP014476	BGC0001133	2453669	2519557	NRP
1539051.SAMN02598725.JATM01000001	BGC0001134	323763	324489	Unknown
1539051.SAMN02598725.JATM01000004	BGC0001135	126389	143237	NRP
1539065.SAMN03002795.JQIS01000001	BGC0001136	213204	233351	NRP;Polyketide
154046.SAMEA3545258.CYZE01000001	BGC0001137	491210	509686	Alkaloid
154046.SAMEA3545258.CYZE01000008	BGC0001138	130844	170043	Unknown
1541065.SAMN03020304.JRFE01000022	BGC0001140	139747	180955	Terpene
1543721.SAMN03581174.CP011412	BGC0001141	1978532	2016195	Polyketide
1545443.SAMN03072810.KN676113	BGC0001142	2589663	2649361	NRP
1547922.SAMD00034998.BBYR01000006	BGC0001143	140865	181382	Polyketide
1548151.SAMN03075560.JRPB01000001	BGC0001144	506191	521392	Polyketide
1548749.SAMN03075687.JRWG01000001	BGC0001145	308196	323922	RiPP
1549748.SAMN03449748.LANI01000002	BGC0001146	272780	285278	RiPP
1549810.SAMN02950398.JPUG01000068	BGC0001148	143892	172819	NRP;RiPP
1550035.SAMD00020841.BBOM01000012	BGC0001149	102417	115203	NRP;Saccharide
